P_ACCNUM,Q_ACCNUM,C_ACCNUM,m,n,k,p,HS?,log(p),DS(p),DS(p),min_rec_length,breakpoints
279_2005|Bat-R_macrotis|Hubei|DQ648857|2004-11,HeB2013|Bat-R_ferrumequinum|Hebei|KJ473812|2013-04,RpShaanxi2011|Bat-R_pusillus|Shaanxi|JX993987|2011-09,1554,1414,406,0.000000000000,0,-inf,0.00000,0.000000e+00,12853,3500-3503 & 19854-19868,3254-3285 & 19854-19868
Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,HSZ-Cc|SARS-CoV-1|Guangzhou|AY394995|2002,Rs4874|Bat-R_sinicus|Yunnan-Kunming|KY417150|2013-07-21,600,1105,772,0.000000000000,0,-inf,0.00000,0.000000e+00,4455,21473-21474 & 26265-26289,21403-21439 & 26265-26289,21355-21363 & 26265-26289,21473-21474 & 26339-26351,21403-21439 & 26339-26351,21355-21363 & 26339-26351,21473-21474 & 26498-26547,21403-21439 & 26498-26547,21355-21363 & 26498-26547,21473-21474 & 26843-26922,21403-21439 & 26843-26922,21355-21363 & 26843-26922,21473-21474 & 27702-27702,21403-21439 & 27702-27702,21355-21363 & 27702-27702
Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,HSZ-Cc|SARS-CoV-1|Guangzhou|AY394995|2002,YN2018B|Bat-R_affinis|Yunnan|MK211376|2016-09,662,987,602,0.000000000000,0,-inf,0.00000,0.000000e+00,4490,21403-21439 & 26265-26289,21355-21363 & 26265-26289,21403-21439 & 26339-26351,21355-21363 & 26339-26351
Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,HSZ-Cc|SARS-CoV-1|Guangzhou|AY394995|2002,Rs7327|Bat-R_sinicus|Yunnan--Kunming|KY417151|2014-10-24,651,995,622,0.000000000000,0,-inf,0.00000,0.000000e+00,4610,21962-21964 & 26843-26922,21853-21853 & 26843-26922,21840-21841 & 26843-26922,21836-21836 & 26843-26922,21581-21592 & 26843-26922,21403-21439 & 26843-26922,21355-21363 & 26843-26922,21962-21964 & 27702-27702,21853-21853 & 27702-27702,21840-21841 & 27702-27702,21836-21836 & 27702-27702,21581-21592 & 27702-27702,21403-21439 & 27702-27702,21355-21363 & 27702-27702
Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,HSZ-Cc|SARS-CoV-1|Guangzhou|AY394995|2002,Rs9401|Bat-R_sinicus|Yunnan-Kunming|KY417152|2015-10-16,665,981,619,0.000000000000,0,-inf,0.00000,0.000000e+00,4038,21962-21964 & 26265-26289,21853-21853 & 26265-26289,21840-21841 & 26265-26289,21836-21836 & 26265-26289,21581-21592 & 26265-26289,21403-21439 & 26265-26289,21355-21363 & 26265-26289,21962-21964 & 26339-26351,21853-21853 & 26339-26351,21840-21841 & 26339-26351,21836-21836 & 26339-26351,21581-21592 & 26339-26351,21403-21439 & 26339-26351,21355-21363 & 26339-26351,21962-21964 & 26498-26547,21853-21853 & 26498-26547,21840-21841 & 26498-26547,21836-21836 & 26498-26547,21581-21592 & 26498-26547,21403-21439 & 26498-26547,21355-21363 & 26498-26547,21962-21964 & 26843-26922,21853-21853 & 26843-26922,21840-21841 & 26843-26922,21836-21836 & 26843-26922,21581-21592 & 26843-26922,21403-21439 & 26843-26922,21355-21363 & 26843-26922
Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,RsSHC014|Bat-R_sinicus|Yunnan-Kunming|KC881005|2011-04-17,Rs4084|Bat-R_sinicus|Yunnan-Kunming|KY417144|2012-09-18,240,1353,1277,0.000000000000,0,-inf,0.00000,0.000000e+00,3860,951-973 & 27304-27354
Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,HSZ-Cc|SARS-CoV-1|Guangzhou|AY394995|2002,RsSHC014|Bat-R_sinicus|Yunnan-Kunming|KC881005|2011-04-17,672,957,568,0.000000000000,0,-inf,0.00000,0.000000e+00,4128,21853-21853 & 26265-26289,21840-21841 & 26265-26289,21836-21836 & 26265-26289,21403-21439 & 26265-26289,21355-21363 & 26265-26289,21853-21853 & 26339-26351,21840-21841 & 26339-26351,21836-21836 & 26339-26351,21403-21439 & 26339-26351,21355-21363 & 26339-26351,21853-21853 & 26498-26547,21840-21841 & 26498-26547,21836-21836 & 26498-26547,21403-21439 & 26498-26547,21355-21363 & 26498-26547,21853-21853 & 26843-26922,21840-21841 & 26843-26922,21836-21836 & 26843-26922,21403-21439 & 26843-26922,21355-21363 & 26843-26922
Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,HSZ-Cc|SARS-CoV-1|Guangzhou|AY394995|2002,Rs3367|Bat-R_sinicus|Yunnan-Kunming|KC881006|2012-03-19,666,979,596,0.000000000000,0,-inf,0.00000,0.000000e+00,4128,21853-21853 & 26265-26289,21840-21841 & 26265-26289,21836-21836 & 26265-26289,21403-21439 & 26265-26289,21355-21363 & 26265-26289,21853-21853 & 26339-26351,21840-21841 & 26339-26351,21836-21836 & 26339-26351,21403-21439 & 26339-26351,21355-21363 & 26339-26351,21853-21853 & 26498-26547,21840-21841 & 26498-26547,21836-21836 & 26498-26547,21403-21439 & 26498-26547,21355-21363 & 26498-26547,21853-21853 & 26843-26922,21840-21841 & 26843-26922,21836-21836 & 26843-26922,21403-21439 & 26843-26922,21355-21363 & 26843-26922,21853-21853 & 27702-27702,21840-21841 & 27702-27702,21836-21836 & 27702-27702,21403-21439 & 27702-27702,21355-21363 & 27702-27702
Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,HSZ-Cc|SARS-CoV-1|Guangzhou|AY394995|2002,WIV1|Bat-R_sinicus|Yunnan-Kunming|KF367457|2012-09,668,976,596,0.000000000000,0,-inf,0.00000,0.000000e+00,4128,21853-21853 & 26265-26289,21840-21841 & 26265-26289,21836-21836 & 26265-26289,21403-21439 & 26265-26289,21355-21363 & 26265-26289,21853-21853 & 26339-26351,21840-21841 & 26339-26351,21836-21836 & 26339-26351,21403-21439 & 26339-26351,21355-21363 & 26339-26351,21853-21853 & 26498-26547,21840-21841 & 26498-26547,21836-21836 & 26498-26547,21403-21439 & 26498-26547,21355-21363 & 26498-26547,21853-21853 & 26843-26922,21840-21841 & 26843-26922,21836-21836 & 26843-26922,21403-21439 & 26843-26922,21355-21363 & 26843-26922,21853-21853 & 27702-27702,21840-21841 & 27702-27702,21836-21836 & 27702-27702,21403-21439 & 27702-27702,21355-21363 & 27702-27702
279_2005|Bat-R_macrotis|Hubei|DQ648857|2004-11,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,YN2018C|Bat-R_affinis|Yunnan-Kunming|MK211377|2016-09,1589,1602,488,0.000000000000,0,-inf,0.00000,0.000000e+00,12464,3164-3167 & 20451-20456,3164-3167 & 20481-20483,3164-3167 & 20547-20573
279_2005|Bat-R_macrotis|Hubei|DQ648857|2004-11,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,As6526|Bat-Aselliscus_stoliczkanus|Yunnan-Kunming|KY417142|2014-05-12,1594,1609,505,0.000000000000,0,-inf,0.00000,0.000000e+00,12443,3164-3167 & 20625-20630
Rs4231|Bat-R_sinicus|Yunnan-Kunming|KY417146|2013-04-17,GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,YN2018D|Bat-R_affinis|Yunnan|MK211378|2016-09,1331,731,336,0.000000000000,0,-inf,0.00000,0.000000e+00,3799,21716-21721 & 25835-25840
Rp3|Bat-R_pearsoni|Guangxi-Nanning|DQ071615|2004-12,Rs4084|Bat-R_sinicus|Yunnan-Kunming|KY417144|2012-09-18,Rs4081|Bat-R_sinicus|Yunnan-Kunming|KY417143|2012-09-18,921,931,371,0.000000000000,0,-inf,0.00000,0.000000e+00,8678,0-107 & 21254-21255
Rp3|Bat-R_pearsoni|Guangxi-Nanning|DQ071615|2004-12,Rs4084|Bat-R_sinicus|Yunnan-Kunming|KY417144|2012-09-18,Rs4255|Bat-R_sinicus|Yunnan-Kunming|KY417149|2013-04-17,867,987,468,0.000000000000,0,-inf,0.00000,0.000000e+00,8234,0-107 & 21626-21630,0-107 & 21633-21637,0-107 & 21668-21670,0-107 & 21674-21676,0-107 & 21698-21700
279_2005|Bat-R_macrotis|Hubei|DQ648857|2004-11,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,Rs4237|Bat-R_sinicus|Yunnan-Kunming|KY417147|2013-04-17,1578,1628,501,0.000000000000,0,-inf,0.00000,0.000000e+00,12430,3146-3163 & 20625-20630
279_2005|Bat-R_macrotis|Hubei|DQ648857|2004-11,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,Rs4247|Bat-R_sinicus|Yunnan-Kunming|KY417148|2013-04-17,1581,1629,513,0.000000000000,0,-inf,0.00000,0.000000e+00,12627,3164-3167 & 20439-20444,3164-3167 & 20448-20450
279_2005|Bat-R_macrotis|Hubei|DQ648857|2004-11,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,Rs672|Bat-R_sinicus|Guizhou|FJ588686|2006-09,1503,1603,515,0.000000000000,0,-inf,0.00000,0.000000e+00,12356,3164-3167 & 20625-20630
279_2005|Bat-R_macrotis|Hubei|DQ648857|2004-11,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,YN2018A|Bat-R_affinis|Yunnan|MK211375|2016-09,1596,1605,515,0.000000000000,0,-inf,0.00000,0.000000e+00,12411,3164-3167 & 20625-20630
Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,RsSHC014|Bat-R_sinicus|Yunnan-Kunming|KC881005|2011-04-17,YN2013|Bat-R_sinicus|Yunnan|KJ473816|2010-12,851,594,255,0.000000000000,0,-inf,0.00000,0.000000e+00,8949,2693-2701 & 23008-23010,2585-2598 & 23008-23010,2438-2479 & 23008-23010
Rs4231|Bat-R_sinicus|Yunnan-Kunming|KY417146|2013-04-17,F46|Bat-R_pusillus|Yunnan|KU973692|2012,Anlong-103|Bat-R_sinicus|Guizhou-Anlong|KY770858|2013,1467,870,343,0.000000000000,0,-inf,0.00000,0.000000e+00,5736,23008-23010 & 29554-29594
Rs4231|Bat-R_sinicus|Yunnan-Kunming|KY417146|2013-04-17,F46|Bat-R_pusillus|Yunnan|KU973692|2012,Anlong-112|Bat-R_sinicus|Guizhou-Anlong|KY770859|2013,1467,870,343,0.000000000000,0,-inf,0.00000,0.000000e+00,5735,23008-23010 & 29554-29594
SC2018|Bat-R_spp|Sichuan|MK211374|2016-10,Yunnan2011|Bat-Chaerephon_plicata|Yunnan|JX993988|2011-11,HSZ-Cc|SARS-CoV-1|Guangzhou|AY394995|2002,1355,1385,479,0.000000000000,0,-inf,0.00000,0.000000e+00,6701,2179-2179 & 9145-9156,2156-2162 & 9145-9156
JL2012|Bat-R_ferrumequinum|Jilin|KJ473811|2012-10,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,YNLF_31C|Bat-R_Ferrumequinum|Yunnan-Lufeng|KP886808|2013-05-23,1637,1797,683,0.000000000000,0,-inf,0.00000,0.000000e+00,9923,2969-2977 & 22348-22350,2960-2965 & 22348-22350,2969-2977 & 22353-22356,2960-2965 & 22353-22356,2969-2977 & 22395-22407,2960-2965 & 22395-22407
JL2012|Bat-R_ferrumequinum|Jilin|KJ473811|2012-10,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,YNLF_34C|Bat-R_Ferrumequinum|Yunnan-Lufeng|KP886809|2013-05-23,1636,1798,683,0.000000000000,0,-inf,0.00000,0.000000e+00,9923,2969-2977 & 22348-22350,2960-2965 & 22348-22350,2969-2977 & 22353-22356,2960-2965 & 22353-22356,2969-2977 & 22395-22407,2960-2965 & 22395-22407
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,F46|Bat-R_pusillus|Yunnan|KU973692|2012,1286,1435,720,0.000000000000,0,-inf,0.00000,0.000000e+00,8625,0-295 & 9161-9177
RpShaanxi2011|Bat-R_pusillus|Shaanxi|JX993987|2011-09,Rs4084|Bat-R_sinicus|Yunnan-Kunming|KY417144|2012-09-18,SC2018|Bat-R_spp|Sichuan|MK211374|2016-10,1466,1652,611,0.000000000000,0,-inf,0.00000,0.000000e+00,11764,9253-9270 & 21052-21066,9253-9270 & 21070-21081
Rs4231|Bat-R_sinicus|Yunnan-Kunming|KY417146|2013-04-17,F46|Bat-R_pusillus|Yunnan|KU973692|2012,LYRa11|Bat-R_affinis|Yunnan-Baoshan|KF569996|2011,989,1329,691,0.000000000000,0,-inf,0.00000,0.000000e+00,11456,0-151 & 11844-11903
F46|Bat-R_pusillus|Yunnan|KU973692|2012,GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,Yunnan2011|Bat-Chaerephon_plicata|Yunnan|JX993988|2011-11,1119,1138,390,0.000000000000,0,-inf,0.00000,0.000000e+00,9503,3624-3626 & 23294-23344,3596-3604 & 23294-23344,3443-3463 & 23294-23344,3421-3430 & 23294-23344,3409-3411 & 23294-23344,3624-3626 & 23348-23354,3596-3604 & 23348-23354,3443-3463 & 23348-23354,3421-3430 & 23348-23354,3409-3411 & 23348-23354
HKU3-7|Bat-R_sinicus|Guangdong|GQ153542|2006-02-15,CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,Longquan_140|Bat-R_monoceros|China|KF294457|2012,4069,895,342,0.000000000000,1,-207.1234,0.00000,2.263281e-202,1299,1682-1690 & 3044-3048
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-1|Bat-R_sinicus|Hong_Kong|DQ022305|2005-02-17,3607,1408,397,0.000000000000,1,-175.3671,0.00000,1.291267e-170,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-3|Bat-R_sinicus|Hong_Kong|DQ084200|2005-03-17,3607,1408,397,0.000000000000,1,-175.3671,0.00000,1.291267e-170,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-2|Bat-R_sinicus|Hong_Kong|DQ084199|2005-02-24,3605,1410,399,0.000000000000,1,-176.1285,0.00000,2.236910e-171,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-4|Bat-R_sinicus|Hong_Kong|GQ153539|2005-07-20,3606,1409,399,0.000000000000,1,-176.2663,0.00000,1.628700e-171,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-5|Bat-R_sinicus|Hong_Kong|GQ153540|2005-09-20,3606,1409,399,0.000000000000,1,-176.2663,0.00000,1.628700e-171,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-6|Bat-R_sinicus|Hong_Kong|GQ153541|2005-12-16,3607,1407,395,0.000000000000,1,-174.4351,0.00000,1.104118e-169,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-10|Bat-R_sinicus|Hong_Kong|GQ153545|2006-10-28,3602,1412,399,0.000000000000,1,-175.8196,0.00000,4.555154e-171,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-9|Bat-R_sinicus|Hong_Kong|GQ153544|2006-10-28,3602,1412,399,0.000000000000,1,-175.8196,0.00000,4.555154e-171,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-11|Bat-R_sinicus|Hong_King|GQ153546|2007-03-07,3601,1410,398,0.000000000000,1,-175.4780,0.00000,1.000377e-170,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-13|Bat-R_sinicus|Hong_Kong|GQ153548|2007-11-15,3602,1406,397,0.000000000000,1,-175.4105,0.00000,1.168481e-170,8521,11883-11912 & 20448-20475,11823-11846 & 20448-20475
Yunnan2011|Bat-Chaerephon_plicata|Yunnan|JX993988|2011-11,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,HKU3-12|Bat-R_sinicus|Hong_Kong|GQ153547|2007-05-15,3343,1568,425,0.000000000000,1,-162.3218,0.00000,1.433377e-157,8278,11895-11900 & 20193-20216,11895-11900 & 20529-20541
HuB2013|Bat-Bat-R_sinicus|Hubei|KJ473814|2013-04,GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,HKU3-7|Bat-R_sinicus|Guangdong|GQ153542|2006-02-15,1373,1344,389,0.000000000000,0,-inf,0.00000,0.000000e+00,6526,21424-21448 & 28823-28864,21382-21402 & 28823-28864,21364-21372 & 28823-28864
HuB2013|Bat-Bat-R_sinicus|Hubei|KJ473814|2013-04,GX2013|Bat-R_sinicus|Guangxi|KJ473815|2012-11,HKU3-8|Bat-R_sinicus|Guangdong|GQ153543|2006-02-15,1362,1341,394,0.000000000000,0,-inf,0.00000,0.000000e+00,6517,21424-21448 & 28823-28864,21382-21402 & 28823-28864,21364-21372 & 28823-28864
Wuhan-Hu-1|SARS-CoV-2|Wuhan|MN908947|2019-12,Longquan_140|Bat-R_monoceros|China|KF294457|2012,CoVZC45|Bat-R_sinicus|Zhoushan-Dinghai|MG772933|2017-02,3202,2095,982,0.000000000000,1,-inf,0.00000,0.000000e+00,8851,11886-11900 & 20770-20782
RaTG13|Bat-R_affinis|Yunnan|EPI_ISL_402131|2013-07-24,HKU3-3|Bat-R_sinicus|Hong_Kong|DQ084200|2005-03-17,CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,3596,1966,785,0.000000000000,1,-292.9558,0.00000,3.328904e-288,8845,11904-11909 & 20770-20782,11826-11843 & 20770-20782
CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,P4L|pangolin|Guangxi|EPI_ISL_410538|2017,Wuhan-Hu-1|SARS-CoV-2|Wuhan|MN908947|2019-12,2598,1850,397,0.000000000000,1,-86.0812,0.00000,2.494458e-81,12685,11793-11798 & 24794-24796
BtKY72|Bat-R_spp|Kenya|KY352407|2007-10,Rf4092|Bat-R_ferrumequinum|Yunnan-Kunming|KY417145|2012-09-18,BM48-31|Bat-R_blasii|Bulgaria|NC_014470|2008-04,2974,2269,86,0.000000001115,1,-8.9526,0.00034,3.352835e-04,8662,12441-12446 & 21118-21118
CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,P4L|pangolin|Guangxi|EPI_ISL_410538|2017,RaTG13|Bat-R_affinis|Yunnan|EPI_ISL_402131|2013-07-24,2597,1826,360,0.000000000000,1,-77.2853,0.00000,1.558891e-72,12271,12039-12047 & 24629-24637,12039-12047 & 24794-24796
CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,YN2013|Bat-R_sinicus|Yunnan|KJ473816|2010-12,P4L|pangolin|Guangxi|EPI_ISL_410538|2017,2905,1625,90,0.000000000000,1,-20.8965,0.00000,3.816598e-16,6324,13288-13294 & 19626-19631
CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,YN2013|Bat-R_sinicus|Yunnan|KJ473816|2010-12,P5L|pangolin|Guangxi||EPI_ISL_410540|2017,2905,1626,90,0.000000000000,1,-20.8745,0.00000,4.014307e-16,6324,13288-13294 & 19626-19631
CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,YN2013|Bat-R_sinicus|Yunnan|KJ473816|2010-12,P5E|pangolin|Guangxi|EPI_ISL_410541|2017,2904,1624,90,0.000000000000,1,-20.9068,0.00000,3.726842e-16,6324,13288-13294 & 19626-19631
CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,YN2013|Bat-R_sinicus|Yunnan|KJ473816|2010-12,P1E|pangolin|Guangxi|EPI_ISL_410539|2017,2907,1624,90,0.000000000000,1,-20.9416,0.00000,3.439763e-16,6324,13288-13294 & 19626-19631
CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,YN2013|Bat-R_sinicus|Yunnan|KJ473816|2010-12,P2V|pangolin|Guangxi|EPI_ISL_410542|2017,2903,1626,90,0.000000000000,1,-20.8513,0.00000,4.234882e-16,6321,13288-13294 & 19626-19631
RaTG13|Bat-R_affinis|Yunnan|EPI_ISL_402131|2013-07-24,CoVZXC21|Bat-R_sinicus|Zhoushan-Dinghai|MG772934|2015-07,1|pangolin|Guandong|EPI_ISL_410721|2020-02-16,2092,1152,137,0.000000000000,1,-36.8316,0.00000,4.431191e-32,1065,21500-21547 & 22759-22779
